"","Countryname","Country","EMERGING_RISK_HEALTH_AV","EMERGING_RISK_MACRO_FISCAL_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","OVERALL_HEALTH_AV","OVERALL_FOOD_SECURITY_AV","OVERALL_MACRO_FISCAL_AV","OVERALL_SOCIOECONOMIC_VULNERABILITY_AV","OVERALL_NATURAL_HAZARDS_AV","OVERALL_FRAGILITY_INSTITUTIONS_AV","OVERALL_FLAGS_AV","OVERALL_FLAGS_AV_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_HEALTH_SQ_ALT","OVERALL_HEALTH_FILTER_10","OVERALL_FOOD_SECURITY_FILTER_10","OVERALL_MACRO_FISCAL_FILTER_10","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_10","OVERALL_NATURAL_HAZARDS_FILTER_10","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_10","OVERALL_FLAGS_FILTER_10","OVERALL_FLAGS_FILTER_10_MED","OVERALL_HEALTH_FILTER_7","OVERALL_FOOD_SECURITY_FILTER_7","OVERALL_MACRO_FISCAL_FILTER_7","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7","OVERALL_NATURAL_HAZARDS_FILTER_7","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7","OVERALL_FLAGS_FILTER_7","OVERALL_FLAGS_FILTER_7_MED","OVERALL_HEALTH_FILTER_7_5","OVERALL_FOOD_SECURITY_FILTER_7_5","OVERALL_MACRO_FISCAL_FILTER_7_5","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7_5","OVERALL_NATURAL_HAZARDS_FILTER_7_5","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5_MED","OVERALL_HEALTH_GEO","OVERALL_FOOD_SECURITY_GEO","OVERALL_MACRO_FISCAL_GEO","OVERALL_SOCIOECONOMIC_VULNERABILITY_GEO","OVERALL_NATURAL_HAZARDS_GEO","OVERALL_FRAGILITY_INSTITUTIONS_GEO","OVERALL_FLAGS_GEO","OVERALL_FLAGS_GEO_MED","UNDERLYING_RISK_HEALTH","UNDERLYING_RISK_FOOD_SECURITY","UNDERLYING_RISK_MACRO_FISCAL","UNDERLYING_RISK_SOCIOECONOMIC_VULNERABILITY","UNDERLYING_RISK_NATURAL_HAZARDS","UNDERLYING_RISK_FRAGILITY_INSTITUTIONS","UNDERLYING_FLAGS","UNDERLYING_FLAGS_MED","EMERGING_RISK_HEALTH","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_SOCIOECONOMIC_VULNERABILITY","EMERGING_RISK_MACRO_FISCAL","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","EMERGING_FLAGS","EMERGING_FLAGS_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","H_coefvar","M_coefvar","Fr_coefvar","NH_coefvar","F_coefvar","S_coefvar","RELIABILITY_SCORE_UNDERLYING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"34","Kenya","KEN",1.38823182884734,8.3230633802817,NA,9.5,10,7.6875592559789,8.85714285714286,3.41666666666667,0.814043811723125,4,4,1.91862564086564,8.0205961941241,0,10,0,0,0,0,1,1,10,10,10,10,0,0,4,4,10,10,10,10,0,0,4,4,9.48683298050514,10,7.66124675377193,8.7831006565368,0,0,4,4,9,10,7.0520551316761,7.71428571428572,6.83333333333333,0,1,2.5,10,10,10,8.3230633802817,0,1.62808762344625,3,3.5,3.68112434978708,1.51114821574994,NA,1.73205080756888,NA,NA,NA,0,0.2
"35","Malawi","MWI",2.19793415733946,2.24911971830986,NA,9.625,7.5,4.93978260097133,9.92857142857143,2.91666666666667,3.41662654343962,3,3,1.9799764275249,8.7293351548411,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,9.61769203083567,7.07106781186548,4.14267852925217,9.92831448793946,0,0,3,3,9.25,10,7.63044548363279,9.85714285714286,5.83333333333333,0,1,2.5,10,5,10,2.24911971830986,0,6.83325308687923,2,2,3.92030665355426,1.05055661227788,NA,1.73205080756888,NA,NA,NA,0,0.3
"36","Mali","MLI",0.47867158655237,7.31073943661973,4.71101738263945,7.245,9.11483253588517,6.23689814558035,9.96683149748,2.83333333333333,10,4,4.5,9.24677577075104,4.62024069099405,0,0,0,0,0,10,1,1,0,10,0,10,0,10,3,3,5,10,0,10,0,10,3,3.5,6.96203993093978,9.07175014634461,6.14375808117495,9.96677630679048,0,10,3,4,9.25,8.22966507177034,5.16305685454098,10,5.66666666666667,10,2,3,5.24,10,9.93366299496001,7.31073943661973,0,10,2,3,8.55028621545486,1.63474676547749,NA,0.352614422015641,NA,0.249567099242311,NA,0,0.2
"37","Montenegro","MNE",NA,3.04137323943662,NA,3.995,1.08612440191387,4.87442769773948,NA,2.75,0,0,0,1.32058825391193,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7894326752167,1.08270439355705,4.51663112655725,NA,0,0,0,0,5.26,1.17224880382775,6.70748215604234,3,5.5,0,0,0,2.73,1,NA,3.04137323943662,0,0,0,0,1.74395333637016,1.02802260405264,NA,NA,NA,NA,NA,0,0.3
"38","Nigeria","NGA",0.663531348764039,9.95158450704226,NA,8.52557763261356,9.24641148325359,9.97579225352113,8.57142857142857,2.5,10,5,5,9.98787408892692,8.08693312107271,0,0,0,0,0,10,1,1,10,10,10,10,0,10,5,5,10,10,10,10,0,10,5,5,8.43719525885021,9.21565134242132,9.97576288162577,8.45154254728516,0,10,5,5,9.75,8.49282296650718,10,7.14285714285714,5,10,2,3.5,7.30115526522712,10,10,9.95158450704226,0,10,3,4,9.97576288162578,1.11878609244794,NA,0.939186134043079,NA,0.328253671098728,NA,0,0.1
"39","Papua New Guinea","PNG",0.844678710605506,8.63116197183099,NA,7.19730769230769,NA,7.21091694456674,7.92857142857143,8.25,5,4,4.5,5.42022502075574,5.63526118864062,0,0,0,0,0,0,0,0,0,0,0,10,10,0,2,2,5,0,0,10,10,0,2,2.5,6.89838331116011,NA,7.06966952862515,7.87400787401181,8.15475321515004,0,3,3.5,9.25,10,5.79067191730249,8.85714285714286,9.5,10,2,3.5,5.14461538461538,NA,7,8.63116197183099,7,0,0,1.5,2.93788392756266,2.23605997295508,NA,NA,1.4142135623731,NA,NA,0,0.4
"40","Romania","ROU",1.27585245508472,2.16109154929577,NA,5.55310586106861,NA,3.31134813743401,4.72142189728104,2.58333333333333,0,0,0.5,1.21246243297593,7.91594070350279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50712853809897,NA,3.10514673867955,4.12730680471697,0,0,0,0.5,4.84,2.46411483253589,4.46160472557224,2.42857142857143,5.16666666666667,0,0,0,6.26621172213722,NA,7.01427236599065,2.16109154929577,0,0,0,0.5,1.47006515137791,1.40089266890915,NA,NA,NA,NA,0.683261303565975,0,0.4
"41","South Africa","ZAF",3.49918584945431,7.44278169014085,NA,8.375,4.21531100478469,5.85374378624689,8,3.25,5,2,3,2.93720203303094,7.83005917275961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,8.21583836257749,4.0363183755383,5.63393955017379,7.74596669241483,0,0,2,2.5,6.75,5.43062200956938,4.26470588235294,6,6.5,0,0,0,10,3,10,7.44278169014085,0,10,3,3.5,8.62715578284109,0.642497932514945,NA,1.73205080756888,NA,NA,1.34769675831945,0,0.3
"42","Tajikistan","TJK",0.166597338821054,5.99031690140846,NA,8.07307692307693,NA,7.99515845070423,7.75799206324986,4,4.52145163334923,3,3,2.71293520196383,8.03452809527061,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,0,0,1,1.5,8.05545777718436,NA,7.73971375530675,7.61700984633883,0,0,3,3,7.54,5.90909090909091,10,6.28571428571429,8,0,1,2,8.60615384615385,NA,9.23026984078543,5.99031690140846,0,9.04290326669846,0,1.5,7.36001741005451,2.30949802100607,NA,1.73205080756888,NA,NA,NA,0,0.4
"43","Zambia","ZMB",2.75896692177965,10,NA,8.7941423482105,5.85406698564594,9.35361801624416,9.42857142857143,2.08333333333333,0,3,3.5,1.77827941003892,8.71107610827791,0,0,0,0,0,0,0,0,10,0,10,10,0,0,3,3,10,0,10,10,0,0,3,3,8.7110761082779,5.11120356803323,9.33125716743907,9.4112394811432,0,0,3,3.5,10,8.70813397129187,8.70723603248831,8.85714285714286,4.16666666666667,0,1,2.5,7.58828469642101,3,10,10,0,0,2,2.5,3.16227766016838,0.896008148288707,NA,NA,NA,0.353553390593274,NA,0,0.2
"44","Albania","ALB",1.17118100605888,0,NA,7.75,3.19856459330143,2.47384937238494,6.42857142857143,4.5,2.5,1,1.5,1.49534878122122,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.41619848709566,3.19239526998281,0,5.34522483824849,0,0,1,1.5,5.5,3.39712918660287,4.94769874476988,2.85714285714286,9,0,0,0.5,10,3,10,0,0,5,2,2,2.23606797749979,2.42868785067211,NA,1.73205080756888,NA,NA,NA,0,0.3
"45","Antigua and Barbuda","ATG",NA,NA,NA,4.15836,1,NA,NA,2.25,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978316922065651,1,NA,NA,0,0,0,0,8.2,NA,NA,2.71428571428571,4.5,0,0,0.5,0.116720000000001,1,NA,NA,0,0,0,0,1,2.20454457081149,NA,NA,NA,NA,NA,0.2,0.4
"46","Argentina","ARG",2.3096621781051,8.45510563380282,NA,6.75,4.63636363636363,9.22755281690141,6.21428571428572,2.5,0,1,2,1.70521741541841,7.04025306618502,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,1,1,5.91607978309962,3.98862017608733,9.19516483473941,4.92805380304581,0,0,1,1.5,3.5,2.27272727272727,10,2.42857142857143,5,0,1,1,10,7,10,8.45510563380282,0,0,2,3,2.90776643384623,1.18153942893187,NA,NA,NA,NA,1.12983170462515,0,0.3
"47","Barbados","BRB",0.195170345769345,9.29137323943663,NA,5.57307692307693,NA,7.39334844595509,6.64285714285714,2.33333333333333,0,1,2,1.74590245865098,5.00215729230587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18355981037089,NA,7.14556527691377,5.7321150422111,0,0,1,2,7.62,1.81818181818182,5.49532365247354,3.28571428571428,4.66666666666667,0,0,0.5,3.52615384615385,NA,10,9.29137323943663,0,0,1,1.5,3.04817539512355,1.97509868132425,NA,NA,NA,NA,NA,0,0.4
"48","Bolivia","BOL",2.51861851232134,2.68926056338029,NA,7.296,4.54306220095694,4.62145774907878,8.14285714285715,6.58333333333333,0,2,2.5,1.2805844407771,8.42059700739477,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,5,0,1,2,7.29585498759398,2.84361115518875,4.19815266064719,7.92824967172092,6.57013444814234,0,2,2.5,7.25,8.08612440191388,6.55365493477726,6.28571428571429,6.16666666666667,0,0,1,7.342,1,10,2.68926056338029,7,0,1,2,1.6398965099604,1.12596000873175,NA,NA,1.4142135623731,NA,1.12603687234278,0,0.3
"49","Burkina Faso","BFA",0.909506453013966,2.20510563380281,NA,8.42923076923077,9.37799043062201,2.78880681640916,8.35714285714285,2.25,10,4,4,6.85263104921822,5.48104116157971,0,0,0,0,0,10,1,1,0,10,0,10,0,10,3,3,5,10,0,10,0,10,3,3.5,8.28158290332322,9.35733982563635,2.72703802479433,8.24621125123532,0,10,4,4,10,8.75598086124402,3.37250799901551,9.71428571428571,4.5,10,2,3,6.85846153846154,10,7,2.20510563380281,0,10,2,2.5,4.69585522967096,1.54961889157765,NA,0.934523962532113,NA,0.600925212577332,NA,0,0.1
"50","Dominica","DMA",NA,NA,NA,7.38846153846154,3.25119617224881,NA,2.57142857142857,3.25,0,1,1,1,2.46987531088755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.16293880384946,2.34571787402015,NA,0,0,0,1,1,9.2,5.50239234449761,NA,5.14285714285714,6.5,0,0,0.5,5.57692307692308,1,0,NA,0,0,0,0,1,1.26433087749392,NA,NA,NA,NA,NA,0,0.4
"51","Egypt","EGY",1.00557969088333,7.44278169014085,NA,6.21948526956256,NA,6.86900344659639,7.5,3.25,0,1,2,1.65171008360641,8.01184781378499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,6.21628527703912,NA,6.84499721523597,7.07106781186548,0,0,1,2,6.02,1.79425837320574,6.29522520305193,5,6.5,0,0,0,6.41897053912513,NA,10,7.44278169014085,0,0,1,1.5,2.72814620028708,2.23111419305771,NA,NA,NA,NA,1.66470981452955,0,0.4
"52","El Salvador","SLV",1.90150215738429,4.66989436619719,NA,5.99538461538461,7.48803827751196,3.67970475139788,6.99452380952382,4.58333333333333,4.56431208779111,1,2,2.55521881170514,7.34348624360564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,5.97488332682997,7.05413109817497,3.54397398187455,6.95851653594015,0,0,1,2,5.5,4.97607655502392,2.68951513659857,6.28571428571429,9.16666666666667,0,0,0.5,6.49076923076923,10,7.70333333333334,4.66989436619719,0,9.12862417558222,1,2,6.52914317569181,0.959608589832839,NA,1.3520084829853,NA,0.76149961050859,1.01813122318962,0,0.2
"53","Eritrea","ERI",1.03583893057664,4.8899647887324,NA,7.10269230769231,NA,6.98934616497905,7.78571428571428,2.25,5,2,3,4.70247432443013,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,6.59090282131364,NA,6.66660015682477,7.74596669241483,0,0,1,2,9.75,10,9.0887275412257,8.57142857142857,4.5,10,2,3.5,4.45538461538462,NA,7,4.8899647887324,0,0,0,0.5,2.21132647719246,1.88358899740076,NA,NA,NA,NA,NA,0,0.4
"54","Georgia","GEO",2.53088070068186,4.00968309859156,NA,7.2321,4.96411483253589,2.92195944247815,6.64285714285714,2.91666666666667,5,1,2,2.51638746115734,7.34005182569476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.87902609385951,4.96398512541676,2.71195579451778,5.7321150422111,0,0,0,1,5,4.92822966507177,1.83423578636475,3.28571428571428,5.83333333333333,0,0,0,9.4642,5,10,4.00968309859156,0,10,2,2.5,6.33220585466989,1.00673988373758,NA,1.73205080756888,NA,NA,NA,0,0.3
"55","Guatemala","GTM",2.4564157054894,6.87059859154929,NA,6.76646137859005,8.25358851674641,5.47227935976677,7.28571428571428,4.75,0,2,3,1.61900669250912,7.79289596823935,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,5,0,0,10,0,0,1,1.5,6.73082489510488,8.06670752754358,5.29060910645991,7.28010988928052,0,0,2,3,7.46,6.50717703349282,4.07396012798425,7.57142857142857,9.5,0,0,1.5,6.07292275718011,10,7,6.87059859154929,0,0,1,1.5,2.62118267038932,0.792442934208587,NA,NA,NA,0,NA,0,0.1
"56","Lesotho","LSO",1.64157779084506,5.37411971830987,NA,7.46903043382328,6.87799043062201,5.57316618453027,9.09285729980576,1.25,0,2,3,1.52256847782576,3.8517798679503,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,7.02713374545168,6.61663844457441,5.56961056310734,9.08980156967968,0,0,2,3,10,8.75598086124402,5.77221265075068,8.85714285714286,2.5,0,1,2,4.93806086764657,5,9.32857174246867,5.37411971830987,0,0,0,0.5,2.31821476966865,1.03212975935639,NA,NA,NA,NA,NA,0,0.3
"57","Mauritius","MUS",0.0839984206308129,3.56954225352113,NA,3.68615384615385,2.39712918660287,2.15734065666458,6.42857142857143,7.25,0,1,1.5,1.37452654624142,1.18709678914805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57264109064974,2.32008084333655,1.63089097082967,5.34522483824849,6.70820393249937,0,0,1,7.02,1.79425837320574,0.745139059808025,2.85714285714286,4.5,0,0,0.5,0.352307692307694,3,10,3.56954225352113,10,0,2,2,1.88932322632236,1.5517486581389,NA,NA,1.4142135623731,NA,NA,0,0.3
"58","Myanmar","MMR",2.2858132831473,10,NA,8.5,4.04066985645933,9.20286733940438,6.86307116917201,5,10,3,4,10,3.16227766016838,0,0,0,0,0,10,1,1,10,0,10,0,0,10,3,3,10,0,10,5,0,10,3,3.5,8.36660026534076,2.66107867469541,9.16827937991026,6.85736579759671,0,10,3,3.5,7,7.08133971291866,8.40573467880876,7.14285714285714,10,10,2,4,10,1,6.58328519548689,10,0,10,3,3,10,1.2440501927799,NA,1.73205080756888,NA,NA,NA,0,0.3
"59","Pakistan","PAK",0.980161679299901,5.90228873239436,NA,7.82183060282973,5.8133971291866,7.45858960370641,6.28571428571428,8.5,4.61546066262069,3,4,2.71685446558106,8.59864012833393,0,0,0,0,0,0,0,0,10,0,0,0,10,0,2,2,10,0,0,5,10,0,2,2.5,7.81010274879213,5.7562115398816,7.29441474516432,6.15281584781658,8.36660026534076,0,3,4,8.25,6.62679425837321,9.01489047501846,7.57142857142857,10,0,1,2.5,7.39366120565945,5,5,5.90228873239436,7,9.23092132524137,0,1.5,7.38129818714777,1.96968302745691,NA,1.73205080756888,1.4142135623731,NA,NA,0,0.3
"60","Seychelles","SYC",2.46634428392173,7.97095070422536,NA,8.81,NA,6.2162777148988,2.64285714285715,1.5,0,1,1.5,1.68026403164347,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.72926113711808,NA,5.96349153845926,2.61861468283191,0,0,1,1.5,7.62,2.20095693779904,4.46160472557224,2.28571428571429,3,0,0,0.5,10,NA,3,7.97095070422536,0,0,1,1.5,2.82328721603477,1.09981668137687,NA,NA,NA,NA,NA,0,0.4
"61","Spain","ESP",1.27684785159177,0,NA,6,1.5,1.45243662318484,5.35714285714286,2.58333333333333,0,0,1,1,0.572262910017512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47213595499958,0,0,2.67261241912424,0,0,0,0,2,0,2.90487324636968,0.714285714285714,5.16666666666667,0,0,0,10,3,10,0,0,0,2,2,1,1.48213620251019,NA,NA,NA,NA,NA,0,0.3
"62","Suriname","SUR",1.78533188140717,2.24911971830987,NA,8.35,NA,5.88735828396419,6.3252380952381,2.41666666666667,0,1,2,1.22462506264754,3.27636676126648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,8.18535277187245,NA,4.62862913864865,6.15250626438798,0,0,1,1.5,6.7,5.52631578947368,9.52559684961851,4.85714285714286,4.83333333333333,0,0,0.5,10,NA,7.79333333333334,2.24911971830987,0,0,1,1.5,1.49970654406449,1.43571017220898,NA,NA,NA,NA,NA,0,0.4
"63","Syria","SYR",0.965593292714492,10,NA,8.13692307692308,8.08612440191387,10,8.5,7.41666666666667,0,5,5,1.77827941003892,7.7661266595938,0,0,10,0,0,0,1,1,0,0,10,10,10,0,3,3,5,0,10,10,10,0,3,3.5,7.92076142416002,7.85636608351963,10,8.36660026534076,7.40495329717435,0,5,5,10,6.17224880382775,10,10,7.83333333333333,0,3,3.5,6.27384615384615,10,7,10,7,0,2,3,3.16227766016838,2.29057839538954,NA,NA,1.4142135623731,NA,NA,0,0.3
"64","Timor-Leste","TLS",1.22998899588319,5.55017605633803,NA,9.4,5.15311004784689,3.75373680985742,7.14285714285715,3,5,2,3,4.85374202390113,3.16227766016838,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,9.38083151964686,3.05060979079491,3.29595905183647,7.14142842854285,0,0,2,2,8.8,9.30622009569378,1.95729756337682,7.28571428571429,6,10,1,2.5,10,1,7,5.55017605633803,0,0,1,1.5,2.35588116345838,1.92310315572093,NA,NA,NA,NA,NA,0,0.3
"65","Trinidad and Tobago","TTO",1.06862266962704,3.34947183098591,NA,8.34,NA,3.61941964672604,1.42857142857143,1.83333333333334,1.78307226576095,1,1,1.85906175938048,1.66851065300113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,8.17312669668102,NA,3.60933882530908,0,0,0,1,1,6.68,2.89473684210526,3.88936746246616,2.85714285714286,3.66666666666667,0,0,0,10,NA,0,3.34947183098591,0,3.56614453152189,1,1,3.45611062519084,1.64777458238594,NA,1.73205080756888,NA,NA,NA,0,0.4
"66","Tunisia","TUN",3.10962233935412,7.31073943661972,NA,8.63,NA,7.01526388518163,6.78571428571428,2.83333333333333,5,2,3,2.92408724484323,6.77329430924473,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.52056336165632,NA,7.00903856297253,5.97614304667197,0,0,2,2.5,7.26,2.05741626794258,6.71978833374354,3.57142857142857,5.66666666666667,0,0,0.5,10,NA,10,7.31073943661972,0,10,3,3.5,8.55028621545485,0.73623545444101,NA,1.73205080756888,NA,NA,NA,0,0.4
"67","Uganda","UGA",2.22774530959572,1.36883802816901,NA,10,8.5,4.45964667837198,7.85714285714285,2.83333333333333,5,3,3.5,1.92348150827419,5.43480631416747,10,0,0,0,0,0,1,1,10,10,0,10,0,0,3,3,10,10,0,10,0,0,3,3,10,8.36660026534076,3.21486397593191,7.81024967590665,0,0,3,3,10,10,7.55045532857495,8.71428571428571,5.66666666666667,0,2,3,10,7,7,1.36883802816901,0,10,2,3,3.69978111267276,1.23158975685283,NA,1.73205080756888,NA,1.06066017177982,NA,0,0.2
"68","Venezuela","VEN",1.08453579730608,9.81954225352111,NA,7.39956771629708,7.53588516746411,9.90977112676056,2.57142857142857,7.75,5.33716732369522,4,4.5,5.07272920722428,7.34788094119261,0,0,0,0,0,0,0,0,0,0,10,0,10,0,2,2,5,0,10,0,10,0,2,2.5,7.12403488666255,7.12163628313622,9.90936034944795,0,7.71362431027076,2.59679542396093,4,4,9.4,5.07177033492823,10,5.14285714285714,8.5,10,2,3,5.39913543259416,10,0,9.81954225352111,7,0.674334647390442,1,2,2.57325816098263,1.52164761433276,NA,1.73205080756888,1.4142135623731,NA,NA,0,0.3
"69","Angola","AGO",0.947451262842402,9.29137323943663,NA,7.72153846153846,9.91626794258373,9.64568661971832,8.80614534865156,6.75,3.19644595891068,4,4.5,2.77615887900514,6.43491325823014,0,0,0,0,0,0,0,0,0,10,10,10,0,0,3,3,5,10,10,10,0,0,3,3.5,7.61496502340571,9.9159144233739,9.63917695627414,8.78113003306702,5.91607978309962,0,4,4.5,9,9.83253588516746,10,8.14285714285714,3.5,0,1,2.5,6.44307692307692,10,9.46943355444598,9.29137323943663,10,6.39289191782137,2,3,7.70705812147905,2.23583080078651,NA,1.73205080756888,1.73205080756888,0.471404520791032,NA,0,0.1
"70","Bahamas","BHS",2.08772359829046,3.12940140845071,NA,6.69362,2.29425837320574,3.76166107833316,6.71428571428572,2,0,0,1,1.33004188702176,4.51781753950407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.58764382765189,1.89433807606021,3.70814532860926,5.8554004376912,0,0,0,1,7.88,3.58851674641148,4.3939207482156,3.42857142857143,4,0,0,0.5,5.50724,1,10,3.12940140845071,0,0,1,1,1.76901142123241,0.887298208482867,NA,NA,NA,NA,NA,0,0.3
"71","Belize","BLZ",1.48452858749707,2.68926056338029,NA,6.48609121679674,NA,4.35072183965224,7.71428571428572,3.75,5,1,2,2.27723694385012,4.24310703279018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,6.38262279886993,NA,4.02098581861162,7.36788397613007,0,0,1,1.5,7.64,4.66507177033493,6.0121831159242,5.42857142857143,7.5,0,0,1,5.33218243359348,NA,10,2.68926056338029,0,10,2,2,5.18580809843586,1.15931141570609,NA,1.73205080756888,NA,NA,NA,0,0.4
"72","Bosnia and Herzegovina","BIH",0.870247175386937,10,NA,6.73864926402882,2.11483253588516,7.05543933054394,6.85714285714285,2.58333333333333,0.847645628715,1,2,2.02913564774032,8.96509817462009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.61232969479242,1.79712689361946,6.41161341714226,6.09449400220044,0,0,0,1.5,5.44,3.22966507177033,4.11087866108787,3.71428571428571,5.16666666666667,0,0,0,8.03729852805764,1,10,10,0,1.69529125743,2,2.5,4.11739147693051,2.37252672232223,NA,1.73205080756888,NA,NA,NA,0,0.3
"73","Botswana","BWA",2.55689073499912,1.19278169014085,NA,8.89,4.9688995215311,1.40582968336725,8.21428571428572,1.41666666666666,0,2,2,1.04505763134463,8.87642870578376,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,0,0,1,1.5,8.82043082847998,4.56217022141728,1.38959262059737,8.01783725737273,0,0,2,2,7.78,6.9377990430622,1.61887767659365,6.42857142857143,2.83333333333333,0,0,0.5,10,3,10,1.19278169014085,0,0,2,2,1.09214545283165,1.11220812791625,NA,NA,NA,NA,NA,0,0.3
"74","Brunei Darussalam","BRN",0.143933886749526,1.50088028169014,NA,6.38461538461539,2.40909090909091,1.13223930402499,4.57142857142857,5,0,0,1,1.10684424928587,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.28994802473329,2.33549683248457,1.07054643578178,3.87298334620741,4.58257569495584,0,0,0.5,7.48,1.81818181818182,0.763598326359833,2.14285714285714,3,0,0,0.5,5.28923076923077,3,7,1.50088028169014,7,0,0,1,1.2251041921772,2.40043737529046,NA,NA,1.4142135623731,NA,NA,0,0.4
"75","Bulgaria","BGR",1.51134847618006,2.95334507042253,NA,6.13724876883918,3.70813397129186,2.7045214153491,4.43249707832931,2.16666666666667,0,0,0.5,1.31092712058552,8.59912643102679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00709147457156,3.47582216359218,2.6930508488994,4.08592462704212,0,0,0,0.5,4.88,2.41626794258373,2.45569776027566,2.71428571428571,4.33333333333333,0,0,0,7.39449753767835,5,6.1507084423729,2.95334507042253,0,0,0,0.5,1.71852991548664,1.68296681151467,NA,NA,NA,NA,0.627873382081549,0,0.3
"76","Cyprus","CYP",3.82476981681225,0,NA,7.7,1.5645933014354,2.05851587496924,1.92857142857143,2.75,0,1,1,1,8.43664513430751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.34846922834953,1.45917326005886,0,1.60356745147455,0,0,1,1,5.4,2.12918660287081,4.11703174993847,0.857142857142856,5.5,0,0,0,10,1,3,0,0,0,1,1,1,0.688094064174592,NA,NA,NA,NA,NA,0,0.3
"77","Djibouti","DJI",0.920147311454757,5.63820422535212,NA,7.42076923076923,6.6267942583732,5.61906519414296,5.48816697684907,3.66666666666667,0,1,2.5,1.54093812612329,4.81235837061384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.16290443884323,6.42401296571949,5.619032599435,4.80339430905653,0,0,1,2,9.36,8.25358851674641,5.5999261629338,8.14285714285714,7.33333333333333,0,0,2,5.48153846153846,5,2.833476810841,5.63820422535212,0,0,0,0,2.37449030854037,2.39934813843292,NA,NA,NA,NA,NA,0,0.3
