"","Countryname","Country","D_WB_external_debt_distress","D_overall_debt_distress","D_debt_date","D_WB_external_debt_distress_norm","D_IMF_debt2017","D_IMF_debt2018","D_IMF_debt2019","D_IMF_debt2020","D_IMF_debt2021","D_IMF_debt2020.2019","D_IMF_debt2020.2019_norm","D_fiscalgdpnum","D_fiscalgdpnum_norm","D_EconomicSupportIndexForDisplay_norm","D_fiscal","D_ratecut","D_reserve_req","D_macrofin","D_othermonetary","D_bopgdp","D_otherbop","D_CESI_Index","D_CESI_Index_norm","D_CPIA.scores","D_CPIA.scores_norm"
"223","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"224","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"225","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"226","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"227","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"228","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"229","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"230","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"231","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"232","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"233","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"234","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"235","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"236","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"237","Uzbekistan","UZB","Low","Low","May-20",3,1.59,2.143,0,-3.3,-1.3,-3.3,6.6,2,8.66425992779783,5,2,12.5,0,0.826582906265498,1,0,0,-1.52432364088826,9.75421251101301,4,4.76190476190476
"238","Saint Vincent and the Grenadines","VCT","High","High","May-20",10,-0.449,-0.9,-2.4,-7.7,-9.7,-5.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.38095238095238
"239","Venezuela","VEN",NA,NA,NA,NA,-16.641,-31.304,-10,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Viet Nam","VNM",NA,NA,NA,NA,-1.964,-3.461,-3.3,-5.2,-4.1,-1.9,3.8,3.7,7.43682310469314,5,4.2,14.484126984127,0,8.5,1,0,1,-0.127195017069438,6.83035849495396,4,4.76190476190476
"241","Vanuatu","VUT","Moderate","Moderate","Jun-19",7,-1.2,7.589,5.3,-13.7,-4.8,-18.9,10,4.5,6.85920577617328,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.76190476190476
"242","Samoa","WSM","High","High","Apr-20",10,-2.089,0.07,2.7,-9.1,-5.9,-11.8,10,3,7.94223826714801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.38095238095238
"243","Yemen","YEM","…","…","…",NA,-5.339,-6.68,-3.8,-8,-8.1,-4.2,8.4,NA,NA,10,2.81577325939618,0,0,0,0,0,0,-3.64388386408721,10,2,10
"244","South Africa","ZAF",NA,NA,NA,NA,-4.38,-4.144,-6.3,-13.3,-12.7,-7,10,NA,NA,2.5,10,44,20,0.629808911517421,1,0,1,0.897992532127565,4.68488764722326,NA,NA
"245","Zambia","ZMB","High","High","Aug-19",10,-7.713,-8.228,-7.6,-5.7,-6.9,1.9,0,2.4,8.37545126353791,7.5,2.4,30.4347826086957,0,3.1,1,0,0,-1.03354712507107,8.7271353598504,3,9.52380952380952
"246","Zimbabwe","ZWE","In distress","In distress","Mar-20",10,-8.113,-4.499,-2.6,-4.9,-1.5,-2.4,4.8,6.5,5.41516245487365,7.5,1.71633640193478,0,50,0.172496412401418,1,0,1,0.133160451697336,6.28549714863357,2.5,10
